"Deal_ID","Created_Date","Close_Date","Fiscal_Year","Quarter","Month","Sales_Rep","Manager","Region","City","Customer_Name","Industry","Customer_Type","Is_New_Customer","Product_Name","Product_Category","Deal_Size_Tier","Pipeline_Stage","Win_Probability_%","Deal_Status","Contract_Value_VND","Discount_%","Discount_Amount_VND","Net_Revenue_VND","Cost_of_Sale_VND","Gross_Profit_VND","Gross_Margin_%","Payment_Terms","Payment_Collected_VND","Outstanding_Balance_VND","Sales_Cycle_Days","Lead_Source","Lost_Reason","Forecast_Category","Activities_Count","Last_Activity_Date","Customer_Satisfaction","NPS_Score","Contract_Renewed","Upsell_Opportunity","Next_Follow_Up_Date","Notes"
"DEAL-00315",2024-08-08,2024-10-30,"FY2024","Q3","Aug","Lý Thị Bích","Đặng Văn Nam","Miền Nam","Bình Dương","Tập đoàn An Khang","Manufacturing","B2B","No","Digital Marketing Service","Services","SMB","Negotiation",75,"Open",69301000,7.9,5475000,63826000,12899000,50927000,79.79,"Net 30",14680000,49146000,83,"Digital Lead","N/A","Best Case",25,2024-10-20,2.6,29,"No","No",2024-12-20,"Cần demo sản phẩm"
"DEAL-00316",2024-08-24,2024-12-05,"FY2024","Q3","Aug","Đặng Văn Nam","Bùi Thị Mai","Miền Nam","Nha Trang","Tập đoàn Đà Nẵng","Finance","B2G","No","Digital Marketing Service","Services","SMB","Closed Lost",0,"Lost",185407000,7.6,14091000,171316000,41236000,130080000,75.93,"Upfront",23984000,147332000,103,"Upsell/Cross-sell","Internal decision change","Omitted",27,2024-11-23,3.7,-20,"No","No",,"Đang chờ phê duyệt ngân sách"
"DEAL-00317",2024-05-29,2024-10-24,"FY2024","Q2","May","Dương Thị Hạnh","Ngô Văn Phú","Miền Nam","Đà Nẵng","Tập đoàn Phú Mỹ","Real Estate","B2B","No","Accounting Software","Software","Enterprise","Needs Analysis",30,"Open",4316842000,13.2,569823000,3747019000,803361000,2943658000,78.56,"Monthly Subscription",711934000,3035085000,148,"Partner Referral","N/A","Pipeline",17,2024-10-15,3.3,25,"No","No",2024-11-17,
"DEAL-DUPLICATE",2025-05-13,2024-07-07,"FY2024","Q1","Jan","Trần Văn Tuấn","Vũ Thị Hoa","Miền Nam","Đồng Nai","Tập đoàn Sông Hồng","Other","B2G","No","Digital Marketing Service","Services","SMB","Needs Analysis",30,"Open",63530000,0,7433000,56097000,12930000,43167000,76.95,"Milestone",2805000,53292000,168,"Direct Sales","N/A","Pipeline",7,2024-06-22,2.5,-22,"No","No",2024-08-30,
"DEAL-00319",2024-03-07,2024-05-30,"FY2024","Q1","Mar","Phạm Văn Thắng","Vũ Thị Hoa","Miền Trung","Cần Thơ","Công ty TNHH Hoàng Anh","Retail","B2B","No","Mobile App Development","Services","Mid-Market","Negotiation",75,"Open",727155000,12.9,93803000,633352000,138197000,495155000,78.18,"Net 30",88669000,544683000,84,"Partner Referral","N/A","Best Case",16,2024-05-01,1.1,-19,"No","Yes",2024-07-02,"Đang chờ phê duyệt ngân sách"
"DEAL-00320",2024-01-11,2024-02-02,"FY2024","Q1","Jan","Đặng Văn Nam","Ngô Văn Phú","Miền Bắc","Đà Nẵng","Công ty TNHH Long An","Real Estate","B2B","No","Data Analytics Platform","Software","Enterprise","Proposal",50,"Open",3253292000,11.3,367622000,2885670000,1344722000,1540948000,53.4,"Net 30",663704000,2221966000,22,"Partner Referral","N/A","Best Case",19,2024-01-18,1.9,-22,"No","Yes",2024-02-24,
"DEAL-00321",2024-06-07,2024-07-20,"FY2024","Q2","Jun","Trần Thị Lan","Phạm Thị Thu","Tây Nguyên","Nha Trang","Công ty CP Á Đông","Manufacturing","B2B","No","E-commerce Platform","Software","Mid-Market","Needs Analysis",30,"Open",755119000,3,22654000,732465000,289177000,443288000,60.52,"Upfront",117194000,615271000,43,"Digital Lead","N/A","Pipeline",28,2024-06-30,3.3,8,"No","No",2024-09-18,"Hợp đồng đã ký"
"DEAL-00322",2024-04-09,2024-07-10,"FY2024","Q2","Apr","Nguyễn Thị Nhung","Phạm Thị Thu","Miền Trung","Đồng Nai","Công ty CP Đồng Nai","Construction","B2B","No","BI Dashboard Solution","Software","SMB","Negotiation",75,"Open",136964000,13.8,18901000,118063000,36670000,81393000,68.94,"Monthly Subscription",18890000,99173000,92,"Direct Sales","N/A","Best Case",20,2024-07-08,1.8,-36,"No","Yes",2024-10-08,
"DEAL-00323",2024-10-04,2024-12-31,"FY2024","Q4","Oct","Mai Văn Long","Dương Thị Hạnh","Miền Bắc","Cần Thơ","Công ty TNHH Long An","Finance","B2G","No","E-commerce Platform","Software","Mid-Market","Qualification",15,"Open",346762000,3.7,12830000,333932000,97074000,236858000,70.93,"Net 60",76804000,257128000,92,"Direct Sales","N/A","Pipeline",12,2024-12-24,2.8,-32,"No","Yes",2025-01-31,"Cần demo sản phẩm"
"DEAL-00324",2024-01-10,2024-03-23,"FY2024","Q1","Jan","Mai Văn Long","Phạm Thị Thu","Miền Trung","Đà Nẵng","Công ty TNHH Long An","Construction","B2B","No","E-commerce Platform","Software","SMB","Closed Lost",0,"Lost",187516000,12.8,24002000,163514000,65536000,97978000,59.92,"Milestone",4905000,158609000,73,"Digital Lead","Requirements mismatch","Omitted",8,2024-03-20,3,-32,"No","Yes",,
"DEAL-00325",2024-07-29,2024-11-16,"FY2024","Q3","Jul","Dương Thị Hạnh","Phạm Thị Thu","Miền Trung","Cần Thơ","Tập đoàn Bình Dương","Finance","B2B","No","Digital Marketing Service","Services","SMB","Closed Lost",0,"Lost",189899000,15.3,29055000,160844000,77302000,83542000,51.94,"Upfront",33777000,127067000,110,"Digital Lead","Internal decision change","Omitted",18,2024-10-27,1.6,15,"No","No",,
"DEAL-00326",2024-06-11,2024-07-06,"FY2024","Q2","Jun","Trần Thị Lan","Hoàng Văn Đức","Miền Nam","Hồ Chí Minh","Công ty TNHH Gia Bảo","Construction","B2G","No","IT Support Contract","Services","Enterprise","Qualification",15,"Open",4849474000,4.1,198828000,4650646000,1126852000,3523794000,75.77,"Upfront",372052000,4278594000,25,"Cold Outreach","N/A","Pipeline",14,2024-06-29,1.3,-17,"No","No",2024-09-24,
"DEAL-00327",2024-04-18,2024-07-09,"FY2024","Q2","Apr","Mai Văn Long","Trần Thị Lan","Miền Bắc","Cần Thơ","Tập đoàn Mỹ Hưng","Retail","B2G","No","CRM System","Software","SMB","Closed Lost",0,"Lost",15046000,15.6,2347000,12699000,5059000,7640000,60.16,"Net 60",2794000,9905000,82,"Partner Referral","Chose competitor","Omitted",21,2024-06-10,3,-32,"No","No",,"Đang chờ phê duyệt ngân sách"
"DEAL-00328",2024-07-03,2024-10-30,"FY2024","Q3","Jul","Vũ Thị Hoa","Vũ Thị Hoa","Miền Bắc","Đồng Nai","Công ty CP Bắc Ninh Tech","Healthcare","B2B","No","Accounting Software","Software","Enterprise","Qualification",15,"Open",2182643000,15.8,344858000,1837785000,425080000,1412705000,76.87,"Net 60",551336000,1286449000,119,"Digital Lead","N/A","Pipeline",11,2024-10-20,3.7,-42,"No","Yes",2024-12-04,
"DEAL-00329",2024-05-17,2024-08-20,"FY2024","Q2","May","Cao Văn Phong","Nguyễn Văn Hùng","Miền Trung","Hải Phòng","Công ty CP Á Đông","Finance","B2B","Yes","IT Support Contract","Services","Enterprise","Needs Analysis",30,"Open",4450556000,4.6,204726000,4245830000,1309839000,2935991000,69.15,"Annual Subscription",169833000,4075997000,95,"Event/Trade Show","N/A","Pipeline",2,2024-08-16,1.1,-35,"No","No",2024-08-29,"Hợp đồng đã ký"
"DEAL-00330",2024-03-04,2024-08-05,"FY2024","Q1","Mar","Lý Thị Bích","Ngô Văn Phú","Miền Nam","Hà Nội","Công ty TNHH Hoàng Anh","Logistics","B2B","Yes","CRM System","Software","Mid-Market","Closed Lost",0,"Lost",529154000,4.2,22224000,506930000,149189000,357741000,70.57,"Net 30",136871000,370059000,154,"Upsell/Cross-sell","No response","Omitted",25,2024-07-27,1.3,-46,"No","No",,
"DEAL-00331",2024-01-31,2024-06-26,"FY2024","Q1","Jan","Phạm Văn Thắng","Phạm Thị Thu","Miền Bắc","Đà Nẵng","Tập đoàn Sông Hồng","Construction","B2G","No","E-commerce Platform","Software","Mid-Market","Closed Lost",0,"Lost",811368000,7.7,62475000,748893000,356698000,392195000,52.37,"Annual Subscription",112334000,636559000,147,"Digital Lead","Requirements mismatch","Omitted",15,2024-06-20,2.1,-50,"No","No",,"Cần demo sản phẩm"
"DEAL-00332",2024-12-21,2024-12-31,"FY2024","Q4","Dec","Vũ Thị Hoa","Hoàng Văn Đức","Tây Nguyên","Nha Trang","Công ty CP Bắc Ninh Tech","Technology","B2G","No","Warehouse Management","Software","SMB","Needs Analysis",30,"Open",198040000,8,15843000,182197000,71931000,110266000,60.52,"Net 30",7288000,174909000,45,"Digital Lead","N/A","Pipeline",22,2024-12-07,2.4,-50,"No","No",2025-03-26,"Cần demo sản phẩm"
"DEAL-00333",2024-06-03,2024-07-07,"FY2024","Q2","Jun","Trần Thị Lan","Lê Văn Minh","Miền Bắc","Bình Dương","Tập đoàn Sông Hồng","Finance","B2B","No","Cloud Hosting Package","Cloud","Mid-Market","Qualification",15,"Open",723277000,8.7,62925000,660352000,317101000,343251000,51.98,"Net 30",79242000,581110000,34,"Event/Trade Show","N/A","Pipeline",21,2024-07-04,1.4,-18,"No","No",2024-09-07,"Cần demo sản phẩm"
"DEAL-00334",2024-10-16,2024-12-31,"FY2024","Q4","Oct","Trần Văn Tuấn","Phạm Thị Thu","Miền Bắc","Đà Nẵng","Công ty CP Cần Thơ Holdings","Construction","B2B","No","BI Dashboard Solution","Software","Mid-Market","Prospecting",5,"Open",828309000,7.8,64608000,763701000,365813000,397888000,52.1,"Net 30",53459000,710242000,87,"Event/Trade Show","N/A","Pipeline",5,2024-12-09,2.2,18,"No","No",2025-03-13,"Đang chờ phê duyệt ngân sách"
"DEAL-00335",2024-06-23,2024-08-13,"FY2024","Q2","Jun","Nguyễn Văn Hùng","Nguyễn Văn Hùng","Tây Nguyên","Bình Dương","Công ty TNHH Bảo Việt","Retail","B2B","Yes","IT Support Contract","Services","SMB","Negotiation",75,"Open",52198000,12.2,6368000,45830000,12347000,33483000,73.06,"Net 60",458000,45372000,51,"Cold Outreach","N/A","Best Case",28,2024-08-10,2.4,-22,"No","No",2024-08-20,
"DEAL-DUPLICATE",2025-03-17,2024-12-31,"FY2024","Q4","Dec","Lê Văn Minh","Lê Văn Minh","Miền Bắc","Cần Thơ","Công ty TNHH Bảo Việt","Other","B2B","No","Data Analytics Platform","Software","Enterprise","Closed Won",100,"Won",,0,771594000,3848729000,936396000,2912333000,7081661000,"Annual Subscription",1385542000,2463187000,146,"Inbound Lead","N/A","Closed",20,2024-12-31,4.3,4,"No","No",,
"DEAL-00337",2024-09-14,2024-12-25,"FY2024","Q3","Sep","Vũ Thị Hoa","Đặng Văn Nam","Miền Bắc","Hà Nội","Công ty TNHH Gia Bảo","Retail","B2B","No","Mobile App Development","Services","SMB","Needs Analysis",30,"Open",161201000,7.3,11768000,149433000,60251000,89182000,59.68,"Net 60",26898000,122535000,102,"Inbound Lead","N/A","Pipeline",13,2024-12-08,3.8,10,"No","Yes",2025-03-08,
"DEAL-00338",2024-05-28,2024-10-30,"FY2024","Q2","May","Trần Văn Tuấn","Lê Văn Minh","Miền Trung","Nha Trang","Công ty CP Kim Long","Logistics","B2B","Yes","ERP Software License","Software","Enterprise","Proposal",50,"Open",3671130000,6.6,242295000,3428835000,1023164000,2405671000,70.16,"Net 30",891497000,2537338000,155,"Upsell/Cross-sell","N/A","Best Case",7,2024-10-07,2.2,-21,"No","No",2024-11-23,
"DEAL-00339",2024-08-27,2024-11-28,"FY2024","Q3","Aug","Nguyễn Thị Nhung","Bùi Thị Mai","Tây Nguyên","Nha Trang","Công ty CP Bắc Ninh Tech","Logistics","B2B","No","Digital Marketing Service","Services","SMB","Negotiation",75,"Open",45001000,19.3,8685000,36316000,17112000,19204000,52.88,"Net 60",6174000,30142000,93,"Inbound Lead","N/A","Best Case",17,2024-11-07,2.2,-10,"No","No",2025-02-24,"Đang chờ phê duyệt ngân sách"
"DEAL-00340",2024-03-27,2024-07-07,"FY2024","Q1","Mar","Mai Văn Long","Đặng Văn Nam","Miền Nam","Đà Nẵng","Tập đoàn Phú Mỹ","Finance","B2B","No","IT Infrastructure","Hardware","Mid-Market","Closed Lost",0,"Lost",743975000,6,44638000,699337000,231550000,467787000,66.89,"Net 60",181828000,517509000,102,"Inbound Lead","Requirements mismatch","Omitted",9,2024-07-01,3.5,3,"No","No",,
"DEAL-00341",2024-03-31,2024-07-09,"FY2024","Q1","Mar","Đặng Văn Nam","Ngô Văn Phú","Miền Nam","Cần Thơ","Tập đoàn An Khang","Technology","B2B","No","E-commerce Platform","Software","SMB","Proposal",50,"Open",84209000,12.5,10526000,73683000,33563000,40120000,54.45,"Upfront",15473000,58210000,100,"Direct Sales","N/A","Best Case",15,2024-06-20,4,1,"No","Yes",2024-07-16,"Hợp đồng đã ký"
"DEAL-00342",2024-10-31,2024-12-31,"FY2024","Q4","Oct","Lê Thị Oanh","Ngô Văn Phú","Tây Nguyên","Hải Phòng","Công ty CP Cần Thơ Holdings","Retail","B2B","No","POS System","Hardware","Mid-Market","Prospecting",5,"Open",313405000,2.2,6895000,306510000,64459000,242051000,78.97,"Net 30",85823000,220687000,163,"Upsell/Cross-sell","N/A","Pipeline",30,2024-12-27,3,17,"No","Yes",2025-02-05,"Cần demo sản phẩm"
"DEAL-00343",2024-12-07,2024-12-31,"FY2024","Q4","Dec","Dương Thị Hạnh","Nguyễn Văn Hùng","Miền Nam","Hải Phòng","Công ty TNHH Hoàng Anh","Healthcare","B2G","No","Cloud Hosting Package","Cloud","Mid-Market","Closed Lost",0,"Lost",833066000,3.4,28324000,804742000,337750000,466992000,58.03,"Monthly Subscription",112664000,692078000,164,"Inbound Lead","Requirements mismatch","Omitted",5,2024-12-22,3.1,14,"No","Yes",,
"DEAL-DUPLICATE",2025-02-04,2024-09-24,"FY2024","Q2","Jun","Mai Văn Long","Phạm Thị Thu","Miền Nam","Nha Trang","Công ty TNHH Nha Trang","Other","B2B","No","Accounting Software","Software","SMB","Negotiation",75,"Open",,0,1828000,38788000,17358000,21430000,55.25,"Net 60",10861000,27927000,109,"Inbound Lead","N/A","Best Case",13,2024-09-18,1.7,-10,"No","No",2024-10-18,"Cần demo sản phẩm"
"DEAL-00345",2024-04-29,2024-06-17,"FY2024","Q2","Apr","Phạm Thị Thu","Trần Thị Lan","Miền Bắc","Hà Nội","Tập đoàn Huế","Construction","B2B","No","POS System","Hardware","Mid-Market","Prospecting",5,"Open",233867000,11.1,25959000,207908000,64244000,143664000,69.1,"Net 60",54056000,153852000,49,"Inbound Lead","N/A","Pipeline",3,2024-06-08,3.3,-27,"No","Yes",2024-06-25,"Cần demo sản phẩm"
"DEAL-00346",2024-05-02,2024-07-19,"FY2024","Q2","May","Lê Thị Oanh","Ngô Văn Phú","Miền Bắc","Nha Trang","Tập đoàn Bình Dương","Finance","B2G","No","IT Infrastructure","Hardware","Enterprise","Closed Lost",0,"Lost",4091127000,17.1,699583000,3391544000,1055109000,2336435000,68.89,"Net 30",101746000,3289798000,78,"Direct Sales","Requirements mismatch","Omitted",5,2024-07-14,2.7,-20,"No","No",,"Khách hàng tiềm năng cao"
"DEAL-00347",2024-06-25,2024-12-21,"FY2024","Q2","Jun","Lý Thị Bích","Vũ Thị Hoa","Miền Bắc","Đà Nẵng","Tập đoàn Phú Mỹ","Healthcare","B2B","Yes","IT Support Contract","Services","Enterprise","Qualification",15,"Open",3645602000,3.4,123950000,3521652000,1679124000,1842528000,52.32,"Net 30",950846000,2570806000,179,"Partner Referral","N/A","Pipeline",18,2024-12-02,2.3,-31,"No","No",2025-02-13,"Đang chờ phê duyệt ngân sách"
"DEAL-DUPLICATE",2025-04-11,2024-07-16,"FY2024","Q2","Jun","Hoàng Văn Đức","Lê Văn Minh","Miền Nam","Đà Nẵng","Công ty CP Đông Phong","Other","B2B","No","Warehouse Management","Software","Enterprise","Closed Lost",0,"Lost",4427834000,2.2,97412000,,1116383000,3214039000,74.22,"Annual Subscription",1039301000,3291121000,19,"Direct Sales","No response","Omitted",8,2024-07-09,1.9,-6,"No","No",,"Đang chờ phê duyệt ngân sách"
"DEAL-00349",2024-10-19,2024-12-31,"FY2024","Q4","Oct","Trần Thị Lan","Trần Thị Lan","Miền Bắc","Đồng Nai","Công ty TNHH Nha Trang","Education","B2B","Yes","Data Analytics Platform","Software","Enterprise","Negotiation",75,"Open",2799683000,14,391956000,2407727000,1155709000,1252018000,52,"Net 60",168541000,2239186000,164,"Digital Lead","N/A","Best Case",9,2024-12-29,3.4,-23,"No","No",2025-02-07,"Hợp đồng đã ký"
"DEAL-00350",2024-03-19,2024-06-02,"FY2024","Q1","Mar","Hoàng Thị Linh","Hoàng Văn Đức","Miền Bắc","Hải Phòng","Công ty TNHH Nha Trang","Retail","B2G","No","HR Management Suite","Software","Mid-Market","Qualification",15,"Open",317010000,2.3,7291000,309719000,85297000,224422000,72.46,"Upfront",86721000,222998000,75,"Direct Sales","N/A","Pipeline",12,2024-05-29,3.6,-22,"No","No",2024-06-12,
"DEAL-00351",2024-02-07,2024-04-25,"FY2024","Q1","Feb","Phạm Văn Thắng","Phạm Thị Thu","Tây Nguyên","Hải Phòng","Công ty CP Đồng Nai","Construction","B2B","No","IT Infrastructure","Hardware","Mid-Market","Closed Won",100,"Won",586628000,13.7,80368000,506260000,159371000,346889000,68.52,"Upfront",475884000,30376000,78,"Inbound Lead","N/A","Closed",13,2024-04-23,4.4,47,"Yes","No",,
"DEAL-00352",2024-07-14,2024-09-14,"FY2024","Q3","Jul","Trịnh Thị Trang","Hoàng Văn Đức","Miền Bắc","Nha Trang","Công ty CP Hưng Thịnh","Healthcare","B2B","No","POS System","Hardware","Enterprise","Qualification",15,"Open",4774257000,5.6,267358000,4506899000,914900000,3591999000,79.7,"Net 60",721104000,3785795000,62,"Inbound Lead","N/A","Pipeline",28,2024-09-01,3.8,-36,"No","No",2024-11-14,"Hợp đồng đã ký"
"DEAL-00353",2024-11-01,2024-12-31,"FY2024","Q4","Nov","Hoàng Thị Linh","Bùi Thị Mai","Miền Bắc","Cần Thơ","Công ty TNHH Gia Bảo","Technology","B2G","Yes","CRM System","Software","Mid-Market","Prospecting",5,"Open",318533000,12.7,40454000,278079000,78613000,199466000,71.73,"Upfront",36150000,241929000,149,"Partner Referral","N/A","Pipeline",14,2024-12-07,2.9,25,"No","No",2025-02-27,"Đang chờ phê duyệt ngân sách"
"DEAL-00354",2024-02-24,2024-04-25,"FY2024","Q1","Feb","Đặng Văn Nam","Lê Văn Minh","Miền Bắc","Cần Thơ","Tập đoàn Phú Mỹ","F&B","B2B","No","ERP Software License","Software","Mid-Market","Closed Won",100,"Won",856664000,8.5,72816000,783848000,294413000,489435000,62.44,"Annual Subscription",650594000,133254000,61,"Cold Outreach","N/A","Closed",29,2024-03-26,3.6,60,"No","Yes",,"Khách hàng tiềm năng cao"
"DEAL-00355",2024-08-26,2024-12-28,"FY2024","Q3","Aug","Vũ Thị Hoa","Phạm Thị Thu","Miền Trung","Hà Nội","Công ty CP Kim Long","Education","B2B","No","Digital Marketing Service","Services","Enterprise","Prospecting",5,"Open",2226340000,9.3,207050000,2019290000,815793000,1203497000,59.6,"Upfront",100964000,1918326000,124,"Cold Outreach","N/A","Pipeline",21,2024-12-18,1.4,14,"No","Yes",2025-03-13,"Hợp đồng đã ký"
"DEAL-00356",2024-04-11,2024-05-29,"FY2024","Q2","Apr","Phạm Văn Thắng","Vũ Thị Hoa","Miền Nam","Nha Trang","Công ty TNHH Hoàng Anh","F&B","B2B","No","Warehouse Management","Software","Mid-Market","Closed Won",100,"Won",,6.3,13745000,204425000,82118000,122307000,59.83,"Monthly Subscription",108345000,96080000,48,"Digital Lead","N/A","Closed",28,2024-05-14,4.7,23,"No","No",,
"DEAL-00357",2024-04-22,2024-05-12,"FY2024","Q2","Apr","Đinh Văn Quân","Ngô Văn Phú","Tây Nguyên","Hải Phòng","Công ty CP Bắc Ninh Tech","Manufacturing","B2B","Yes","Cloud Hosting Package","Cloud","SMB","Prospecting",5,"Open",161738000,17,27495000,134243000,62316000,71927000,53.58,"Net 60",1342000,132901000,20,"Event/Trade Show","N/A","Pipeline",30,2024-05-07,2.2,-4,"No","Yes",2024-07-04,"Hợp đồng đã ký"
"DEAL-00358",2024-08-27,2024-12-31,"FY2024","Q3","Aug","Dương Thị Hạnh","Trần Thị Lan","Miền Trung","Hải Phòng","Công ty TNHH Long An","Retail","B2G","No","BI Dashboard Solution","Software","Enterprise","Closed Lost",0,"Lost",3401291000,5.3,180268000,3221023000,1219157000,2001866000,62.15,"Milestone",418733000,2802290000,173,"Upsell/Cross-sell","Internal decision change","Omitted",8,2024-12-24,2.6,11,"No","Yes",,"Khách hàng tiềm năng cao"
"DEAL-00359",2024-09-28,2024-12-31,"FY2024","Q3","Sep","Bùi Thị Mai","Vũ Thị Hoa","Miền Nam","Nha Trang","Công ty TNHH Hoàng Anh","Education","B2G","No","ERP Software License","Software","SMB","Closed Won",100,"Won",151622000,12.4,18801000,132821000,31386000,101435000,76.37,"Upfront",103600000,29221000,116,"Event/Trade Show","N/A","Closed",3,2024-12-10,3.5,-6,"No","No",,"Cần demo sản phẩm"
"DEAL-00360",2024-10-17,2024-12-31,"FY2024","Q4","Oct","Trần Văn Tuấn","Ngô Văn Phú","Miền Nam","Nha Trang","Công ty CP Đông Phong","Real Estate","B2B","Yes","ERP Software License","Software","SMB","Closed Lost",0,"Lost",44959000,18.3,8227000,36732000,13268000,23464000,63.88,"Upfront",9183000,27549000,160,"Cold Outreach","Internal decision change","Omitted",21,2024-12-24,2.7,-41,"No","No",,
"DEAL-00361",2024-10-11,2024-12-31,"FY2024","Q4","Oct","Hoàng Thị Linh","Ngô Văn Phú","Miền Trung","Đồng Nai","Tập đoàn Phú Mỹ","Education","B2B","No","Warehouse Management","Software","SMB","Qualification",15,"Open",98881000,19.9,19677000,79204000,32291000,46913000,59.23,"Annual Subscription",7920000,71284000,123,"Event/Trade Show","N/A","Pipeline",8,2024-12-07,1.9,28,"No","No",2025-01-13,
